Сайт;Тип блока;Заголовок;Описание;Дата и время;Картинка;Ссылка
news.mail.ru;ARTICLE (2);Прокурор назвал причину нарушения Дудём* закона об иноагентах;Общество ◯ Life.ru (https://life.ru) ◯ На заседании суда по делу блогера Юрия Дудя* прокурор заявил, что журналист умышленно не указывал в публикациях пометку о статусе иностранного агента из-за несогласия с политикой России и неприязни к Вооружённым силам страны. Об этом сообщает РИА «Новости».;13:35, 16 ноября 2025;https://resizer.mail.ru/p/cd7e1d12-4eea-5b9a-bbda-a80ceec93e37/AQAGOJVukyFO1L2tLBLCmWrCWRfbGKAb9-AGQTBU1MGJxxYUnBFuNbMoIEv2ksMaRSYIeHbCGFTRVca1DN1VjLaELII.jpg;https://news.mail.ru/society/68729348/
news.mail.ru;ARTICLE (2);ВС России нанесли удары по военным объектам ВСУ в Черниговской области;СВО ◯ © РИА Новости (https://ria.ru/) ◯ Удары нанесены по военным объектам ВСУ в городе Нежине Черниговской области, сообщил РИА Новости координатор николаевского пророссийского сопротивления Сергей Лебедев. «Черниговская область — Нежин… четыре волны взрывов… цели ударов: объекты военного назначения… взрывы были в направлении авиабазы и военной части тоже», — сказал РИА Новости Лебедев.;13:33, 16 ноября 2025;https://resizer.mail.ru/p/f0515cfa-4182-5e88-9495-93cd68a0e9b7/AQAGWEGwhpzMMLECvdyvGfqh6nVJvbcJBqq2_ht_8ScC4fLSiNVtwTkrw3s5O0NU0ft4GYCAwn-fRui7xKrpt7XhNb4.jpg;https://news.mail.ru/svo/68729013/
news.mail.ru;ARTICLE (2);Автобус столкнулся с грузовиком на трассе «Белгород — М4 “Дон”, есть жертвы;Происшествия ◯ Life.ru (https://life.ru) ◯ Автобус столкнулся с грузовиком на трассе «Белгород — М4 “Дон”, есть жертвы. Видео © Госавтоинспекция Белгородской области.;13:33, 16 ноября 2025;https://resizer.mail.ru/p/f24062c6-7933-5e86-ae19-0dcd0eabb952/AQAG6Brl1hp_MVouPf8Pdb1ZEkGJwny2z6hO3Z8lHFvbRdYStPgJJd77zdE66TQ99YOQ_IR8L5dtmd0CFNgOfxzMScU.png;https://news.mail.ru/incident/68729333/
news.mail.ru;ARTICLE (2);Telegraph: в Британии готовится заговор против премьера Стармера;Политика ◯ RT на русском (https://russian.rt.com) ◯ Бывший заместитель премьер-министра Великобритании Кира Стармера готовит против него заговор, пишет The Telegraph со ссылкой на источники. «Рэйнер готовит почву, чтобы составить конкуренцию Стармеру в борьбе за лидерство», — говорится в материале.;13:32, 16 ноября 2025;https://resizer.mail.ru/p/a2574bc2-c6db-5d00-a271-b1ba0355299a/AQAGbXQyrhmzZuvHIYUpt6ZEXg7EUE3GomBe5Y9ddMPUnkIiy_l5mb0qc1CLhVeR2Agb_EgnjgmM0O4aW-VcEpE2x_Q.jpg;https://news.mail.ru/politics/68729107/
news.mail.ru;ARTICLE (2);В Константиновке ВС РФ уничтожили семь пунктов управления БПЛА ВСУ;СВО ◯ ТАСС (https://www.tass.ru/) ◯ Подразделения Южной группировки войск уничтожили 7 вражеских пунктов управления беспилотниками и не менее 12 солдат ВСУ на константиновском направлении. Об этом ТАСС сообщили в Минобороны России. «В ходе воздушной разведки и патрулирования зон ответственности в районе н. п. Константиновка операторами БПЛА Южной группировки войск было обнаружено 7 пунктов управления БПЛА с военнослужащими ВСУ. Незамедлительно было принято решение на их уничтожение. В результате нанесения по ним ударов артиллерии и FPV-дронов пункты управления БПЛА и не менее 12 солдат ВСУ были уничтожены», — говорится в сообщении.;13:31, 16 ноября 2025;https://resizer.mail.ru/p/f3e340ca-910a-5393-b5f1-4fbd7b7adf13/AQAGYmxuKLQD5ToT1OerCC3-jpAevmThKUeiKnXUH6swdTe-6ogluqdalritnTPb6zCkJw0X-Ai83txmeZF3WnyRbyg.jpg;https://news.mail.ru/svo/68729147/
news.mail.ru;ARTICLE (2);В Петербурге в результате прорыва трубы с горячей водой пострадал пожарный;Происшествия ◯ Аргументы и факты (https://aif.ru/) ◯ В Красносельском районе Санкт-Петербурга произошел прорыв трубы с горячей водой, передает Telegram-канал «78». На месте работали специалисты АО «Теплосеть Санкт-Петербурга» и сотрудники МЧС, обеспечившие организацию оцепления.;13:29, 16 ноября 2025;https://resizer.mail.ru/p/e8c92951-76d2-5ba3-b9cd-26deacc49e86/AQAGMYLR3TjmgD44ciHnAgHhtacde6RF940X5DCsrlY6wlW5PxH8cabeShvtzOhbhpH9-kdu5Fvg1KBgEBnFE8cl0rw.png;https://news.mail.ru/incident/68729303/
news.mail.ru;ARTICLE (2);Овечкин приблизился к рекорду Гретцки, сократив отставание до 37 голов;Общество ◯ Аргументы и факты (https://aif.ru/) ◯ Российский хоккеист Александр Овечкин забил гол и отдал результативную передачу 16 ноября в матче регулярного чемпионата НХЛ между «Вашингтон Кэпиталз» и «Нью-Джерси Девилз» (3:2).;13:27, 16 ноября 2025;https://resizer.mail.ru/p/6c85593b-2336-5f50-bf19-1fb624965a45/AQAGPxDxkGV03i4v0uFqbcoEdt3JEqodv58VbWYAYKBxpPkzR-v1PKlpj6PqMtHFZeBHzb2fiTHBDU-K3k4xFDeSUxM.png;https://news.mail.ru/society/68729291/
news.mail.ru;ARTICLE (2);МВД разъяснило правила замены просроченных водительских прав;Общество ◯ Life.ru (https://life.ru) ◯ Если гражданин не управлял автомобилем после окончания срока действия прав, то основания для привлечения его к ответственности отсутствуют. Об этом рассказали в МВД России, разъяснив ситуацию с водительскими удостоверениями с истёкшим сроком действия.;13:25, 16 ноября 2025;https://resizer.mail.ru/p/295c9b14-4fec-55fb-acd6-af63b27e16fb/AQAGUiLjraM71PtZvACpAH_IjWksgnCiSJQVGCbS73ywCZCutBiXTAUYoOlec17Nfy2pd9BmppK-0B5m8nXiphn40II.png;https://news.mail.ru/society/68729290/
news.mail.ru;ARTICLE (2);В Грайворонском округе Белгородчины будут сообщать об атаках БПЛА по радио;Общество ◯ Life.ru (https://life.ru) ◯ В целях повышения оперативности информирования граждан о воздушных угрозах в Грайворонском округе Белгородской области введена система радиооповещения. По заявлению губернатора Вячеслава Гладкова, жители округа будут получать уведомления об атаках БПЛА через вещание двух радиоканалов.;13:20, 16 ноября 2025;https://resizer.mail.ru/p/63dc791c-ef54-5c33-8b1b-ab4ce54526ac/AQAGoC6dq1sg53CHCR37Tv5X5QPJlMglo_IW3dpg3QWGYldJXNUzajWHBVww0coQL9Oa-f_cUkggayYa7TWBx5BSi_k.jpg;https://news.mail.ru/society/68729252/
news.mail.ru;ARTICLE (3);В Иркутской области женщина напала на продавца после словесного конфликта;Происшествия ◯ Аргументы и факты (https://aif.ru/) ◯ Покупатель накинулась на сотрудника магазина и повалила на пол, после чего скрылась. В поселке Маркова Иркутской области в магазине микрорайона Березовый произошел конфликт между продавцом и неизвестной женщиной. По данным ГУМВД, в результате нападения продавец получила травмы и была госпитализирована, а нападавшая объявлена в розыск.;13:20, 16 ноября 2025;https://resizer.mail.ru/p/4af29e3a-9f40-5b6c-8a93-eb351f493d3c/AQAG2Afl9Q3cmm_3OUDp6FA2E-mbKKMzLgW-1jg48cUtLuFevnu3-q0ip-zty2uaJWkP3o_Q5kwy5V5SYiNakA3gQqQ.png;https://news.mail.ru/incident/68729248/
news.mail.ru;ARTICLE (3);Овчинский: семь домов расселили в районе Соколиная Гора в рамках реновации;Общество ◯ Аргументы и факты (https://aif.ru/) ◯ Семь старых жилых дома полностью расселили в районе Соколиная Гора в Восточном округе Москвы в рамках реализации программы реновации, рассказал министр правительства Москвы, руководитель Департамента градостроительной политики, входящего в Комплекс градостроительной политики и строительства города Москвы, Владислав Овчинский.;13:15, 16 ноября 2025;https://resizer.mail.ru/p/75a7888a-35d0-5f9d-98e2-b3b24fff4c72/AQAGlzIVK4cooyY9pRuauUvy9_WJ-gJRjd3QQS5q08YUoX4IXo5dxUBltjLt8-u9LPhKxZMwgYsSUlosmqb6XjHiv5Q.png;https://news.mail.ru/society/68729206/
news.mail.ru;ARTICLE (3);В нескольких регионах РФ зафиксированы сбои в работе интернета от «Ростелекома»;Общество ◯ Комсомольская правда (https://www.kp.ru) ◯ В ряде российских регионов пользователи столкнулись с перебоями в работе проводного интернета от оператора «Ростелеком». На это указывают данные платформ Downdetector и «Сбой.рф», отслеживающих сбои в сети.;13:12, 16 ноября 2025;https://resizer.mail.ru/p/0bfad4c9-e1d5-5bca-a61c-180e81be0130/AQAGHRL4YnvLmg_IZ5YqMB9_RH8PaoiYpFk6yEjTtCq8HxqtN4rTZJrTX_lPlPTyRLLQ74EFBhzUsRM5IyR_RYs9FcA.jpg;https://news.mail.ru/society/68729187/
news.mail.ru;ARTICLE (3);За срубленную в лесу елку может грозить штраф в три миллиона рублей;Общество ◯ Комсомольская правда (https://www.kp.ru) ◯ Общественный деятель, специалист по вопросам ЖКХ Дмитрий Бондарь в интервью ответил, какие последствия ждут тех, кто занимается самовольной вырубкой елок в преддверии Нового года.;13:11, 16 ноября 2025;https://resizer.mail.ru/p/58b040b3-08e7-58a3-a6d4-1329715239c9/AQAGVV-5U4uUF0YHShruti5PcelJ0dKzFXpP2JhXyLLg4lggMOVZmUYRuvJmdwR5nr568OYHGftaPhNUktjslGCE6Ws.jpg;https://news.mail.ru/society/68729181/
news.mail.ru;ARTICLE (3);Никита Пресняков опроверг слухи о возвращении в Россию — у него другие планы;Общество ◯ Комсомольская правда (https://www.kp.ru) ◯ После развода Никиты Преснякова с Аленой Красновой все чаще обсуждается возможность его возвращения в Россию. Сейчас артист живет в Америке, но недавно его отец Владимир Пресняков не исключил такую возможность. Правда, добавил: когда будут улажены все рабочие вопросы.;13:08, 16 ноября 2025;https://resizer.mail.ru/p/d87e733a-2905-53aa-8752-48f4f3ba00e2/AQAG35ZoL5WvPFNM7wNM4IjVhenGl-2k1Oi_fWFeurub9PbHe0HjniNwsiPKCS4mJVCjofRI36ihvTGNRrwFV6pUdGE.jpg;https://news.mail.ru/society/68729158/
news.mail.ru;ARTICLE (3);Нарколог Исаев: алкоголь даже в небольших количествах провоцирует рак;Общество ◯ Комсомольская правда (https://www.kp.ru) ◯ Врач-психиатр ответил, есть ли связь между употреблением алкоголя и онкологией. Нарколог, президент Независимой наркологической гильдии Руслан Исаев подтвердил, что спиртное приводит к развитию злокачественных новообразований и это доказанный факт.;13:08, 16 ноября 2025;https://resizer.mail.ru/p/29de032d-ed9a-5dc0-89e8-dccf68711463/AQAG6enZ6cp2Pz_7w2T389z5Zy5frbMnrpCqNZmuS_Bo3D6sBD0uXmQfyOZKXWrTu7hpproa4ciHVcTBFpbZrL3R1-k.jpg;https://news.mail.ru/society/68729157/
news.mail.ru;ARTICLE (3);Южнокорейская компания LG зарегистрировала шесть товарных знаков в России;Общество ◯ Комсомольская правда (https://www.kp.ru) ◯ Южнокорейская компания LG зарегистрировала сразу шесть товарных знаков в России. Все они связаны с электроникой и цифровыми товарами. Об этом свидетельствуют данные, представленные на официальном сайте Роспатента.;13:06, 16 ноября 2025;https://resizer.mail.ru/p/40f2f4c7-8465-5210-ad8e-06349dda281e/AQAGOBlgH0bdvNdeSJ3GNMb5M-uIyNpCydf5bzfNHYsScuEgWtrVslpVLTo1tPp_jG6rEwHd6o0wlI_e_1AOgVQQv9M.jpg;https://news.mail.ru/society/68729140/
news.mail.ru;ARTICLE (3);Суд в Уфе обязал клинику провести женщине ЭКО после смерти супруга;Общество ◯ Аргументы и факты (https://aif.ru/) ◯ Суд в Уфе обязал частную клинику провести женщине процедуру экстракорпорального оплодотворения после смерти ее супруга, следует из судебных материалов, оказавшихся в распоряжении РИА Новости.;13:05, 16 ноября 2025;https://resizer.mail.ru/p/d6bc812d-4bb0-5e21-b688-4160521b99e8/AQAGsVpg1gGIkIs7OxD3NOoVLXfoYavUyl64sxrOt8lmBvoUCvV42yopbdAgcq3I7L8SsDDDgg7ebphI6PWMCdOaSmw.png;https://news.mail.ru/society/68729126/
news.mail.ru;ARTICLE (3);Кто царь, а кто — лузер: Рунический гороскоп на неделю с 17 по 23 ноября для всех знаков зодиака;Общество ◯ Life.ru (https://life.ru) ◯ Начинается новая неделя. Какие подсказки от Вселенной можно узнать из расклада для своего знака зодиака? Рунолог Игорь Вечерский эксклюзивно для Life.ru приоткроет завесу тайны и даст нужное направление. Действовать или нет — решать вам.;13:02, 16 ноября 2025;https://resizer.mail.ru/p/e844a8d5-0c43-5eec-bcec-d91bb65f09cf/AQAGEXtMmTvxeZUGefR6tVvWVxcihUEbTdww56FWV_NFnFHh3IHV6JsdEQKAg0lP9S_C_XQDoercYFL1vRLtqv-JdRE.png;https://news.mail.ru/society/68729111/
news.mail.ru;ARTICLE (3);ВСУ отступают на Харьковском направлении, переодеваясь в гражданских;Политика ◯ Life.ru (https://life.ru) ◯ Подразделения 57-й отдельной мотопехотной бригады ВСУ начали отступление с занимаемых позиций на Харьковском направлении. Об этом сообщают в российских силовых структурах, уточнив, что украинские военные массово переодеваются в гражданскую одежду, пытаясь скрыться под видом мирных жителей.;13:00, 16 ноября 2025;https://resizer.mail.ru/p/d346e755-aca7-5a22-8f99-c96fb1f8e4b5/AQAGmjndbw4aK6rPkYwhF9m5MGBA2WtloLnFhpYHcMZlWEZcamjZ1U_9HVDiJzC_pBrhyvZxRl8gQA7TPAQ4ZzkCEGE.png;https://news.mail.ru/politics/68729080/
news.mail.ru;ARTICLE (3);Актриса Екатерина Волкова пожаловалась на проблемы с новой квартирой;Общество ◯ Комсомольская правда (https://www.kp.ru) ◯ Актриса Екатерина Волкова призналась, что столкнулась с квартирным вопросом. Актриса вместе с мужем стала обладательницей жилья в новостройке, супруги купили жилье в отделке white box, и это стало роковой ошибкой. Супруги пожалели о своем выборе, ведь когда коснулись ремонта и минимальных переделок, оказалось, что после ремонта от застройщика одни проблемы.;12:58, 16 ноября 2025;https://resizer.mail.ru/p/3bdeadd0-a6d8-5d4e-9b48-a0d597f1441d/AQAGM7f26Tv45XapNTt8K6fj6op8pCPzZywIDRNEcuhABpNYuMrAqNIQnKcLpj0K8epX56A9yuBU1STZHHdHPuEvaSs.jpg;https://news.mail.ru/society/68729069/
news.mail.ru;ARTICLE (3);В Аргентине сняли на видео, как россиянка задержала грабителя на мотоцикле;Происшествия ◯ Аргументы и факты (https://aif.ru/) ◯ Девушка схватила грабителя за ногу и начала его бить. В сети появилось видео, как в Буэнос-Айресе туристка из России в одиночку задержала грабителя на мотоцикле, который попытался вырвать у неё телефон. Отмечается, что 33-летняя туристка ехала на велосипеде по району Палермо и остановилась перед пешеходным переходом. К ней подъехали двое мужчин на мотоцикле и один из них попытался украсть телефон, но девушка не растерялась и схватила его за ногу. В результате грабитель упал с мотоцикла.;12:55, 16 ноября 2025;https://resizer.mail.ru/p/ff662514-a840-567f-ac7d-58fc560bcfd8/AQAGauJD4yiMemilZMc9-tT6nCIR_tMIIuvjpkHfXsTjP4TFCPFFRRtLgq5EXxI6A-60jWe7zNcBzYAHV0WipqsqP9I.png;https://news.mail.ru/incident/68729058/
news.mail.ru;ARTICLE (3);Москвичам рассказали о погоде в воскресенье;Общество ◯ © РИА Новости (https://ria.ru/) ◯ Переменная облачность, без осадков, температура воздуха не выше нуля градусов ожидаются в Москве в воскресенье, сообщил РИА Новости ведущий специалист центра погоды «Фобос» Евгений Тишковец.;12:52, 16 ноября 2025;https://resizer.mail.ru/p/6b042391-35b0-542a-8fb4-36d88c625523/AQAGuAG3dOBuz4XXxcZDzP7paN22ZxOhEggm_B9oSYygTPlbvBio4QRtrsGtPlD1mOkmVN07WEpMyI4DxQV2TpB0ynM.jpg;https://news.mail.ru/society/68729046/
news.mail.ru;ARTICLE (3);В Британии в пойму реки Чаруэлл попали сотни тонн мусора;Общество ◯ Аргументы и факты (https://aif.ru/) ◯ В графстве Оксфордшир на юге Англии возникла масштабная проблема с вывозом мусора. По данным The Guardian, сотни тонн отходов были незаконно вывезены в район между рекой Черуэлл и трассой, где они образовали гигантские 10-метровые штабеля.;12:52, 16 ноября 2025;https://resizer.mail.ru/p/418be2c5-75d4-5b61-a2d3-324f54c8ef19/AQAGB8MjTn0ar7TedBGxuurkyeckhSREg5yvXB-lFMsPTEjKyXeaWyACyXRjOGnUO89fQMm_9UvrYNdeZKI6OkMmAVE.png;https://news.mail.ru/society/68729042/
news.mail.ru;ARTICLE (3);Москвичей предупредили о ледяном дожде в понедельник;Общество ◯ © РИА Новости (https://ria.ru/) ◯ В Москве в понедельник ожидаются ледяные дожди и мокрый снег. Ледяные дожди ожидаются в столичном регионе в понедельник, также возможны осадки в виде снега и мокрого снега, сообщил РИА Новости ведущий специалист центра погоды «Фобос» Евгений Тишковец.;12:46, 16 ноября 2025;https://resizer.mail.ru/p/4565a1dc-064d-5b06-81b5-b393d64e9203/AQAGSCkh-nlh7QVtnhABvqfRCTIYvvZKbKym3q_Zb-ZqAprylzTBwg79ju99geTVwzsv7QeOfOZXjdyFoj6CnujKSfk.jpg;https://news.mail.ru/society/68729019/
news.mail.ru;ARTICLE (3);Россиянам напомнили о ежедневных пенях за просрочку налогов: долг могут списать со счета без суда;Общество ◯ Комсомольская правда (https://www.kp.ru) ◯ Владельцам недвижимости, земельных участков и транспортных средств в России за несвоевременную уплату налогов на сумму задолженности ежедневно будет начисляться пеня. Ее размер составляет одну трехсотую действующей ключевой ставки Банка России. Об этом пишет РИА Новости со ссылкой на Федеральную налоговую службу.;12:44, 16 ноября 2025;https://resizer.mail.ru/p/0de52396-f69f-5078-a916-e3041bebdd05/AQAGUu1zDA0WsqNzEgpK4JhAuoAYJbcqqOREHlVpDP6E5I49HOenSzBBMsYZ7gcnXLfrC2prd5_qCkOENr7GEL8AY6g.jpg;https://news.mail.ru/society/68729012/
news.mail.ru;ARTICLE (3);Аэропорты Самары, Пензы и Саратова возобновили работу после введения ограничений;Происшествия ◯ Комсомольская правда (https://www.kp.ru) ◯ Аэропорты в Самаре, Пензе и Саратове снова начали принимать и отправлять рейсы. Ограничения на работу были сняты. Об этом сообщил официальный представитель Росавиации Артем Кореняко в Telegram-канале.;12:43, 16 ноября 2025;https://resizer.mail.ru/p/f18ad02f-5de2-5465-ac7b-0f3f2653fade/AQAGIoU_wKyCCjZzHsEzE5EbNK1nYLFNPZVgXchSDVDJjvdn1tou9mlDAx89YSCiqAJZrg0eOxPq95MSKC3haYD-y24.jpg;https://news.mail.ru/incident/68729008/
news.mail.ru;ARTICLE (3);Лебедев: по объектам ПВО ВСУ в Харьковской области нанесли удары;Общество ◯ Аргументы и факты (https://aif.ru/) ◯ В районе Чугуева Харьковской области нанесены удары по объектам противовоздушной обороны Украины, сообщил координатор николаевского пророссийского сопротивления Сергей Лебедев.;12:40, 16 ноября 2025;https://resizer.mail.ru/p/5f4630b2-5c93-5337-9cae-1884b0f01dec/AQAGN7LGUWle5YyJhW-t56OSGXzjqVhF7yLfuisd2GTyJ4J2Ckd9SdGablEvfvPLIfpCUT6Bco_LopA_TdVHINSiLrg.png;https://news.mail.ru/society/68728999/
news.mail.ru;ARTICLE (3);Аналитик Рябцев: Россия шестой раз меняет тактику ударов по энергосистеме Украины;Политика ◯ Life.ru (https://life.ru) ◯ «На моём счету это уже шестая тактика России. Две её основные составляющие: попытки нарушить целостность объединённой энергосистемы по Днепру и второе — это попытка отделить от объединённой энергосистемы периферийные подсистемы электроцентралей», — пояснил специалист.;12:38, 16 ноября 2025;https://resizer.mail.ru/p/c9b54490-c636-5c9a-a51d-a9523b476fb3/AQAGYdOYl7W4ev5P7yWqJmsh66G09ntJumE1MG6uxsh0IRoySQAPo0SfZwLdm-r3OlGS39J7_TCrL0v8qfrT_Rvr8iM.png;https://news.mail.ru/politics/68728986/
news.mail.ru;ARTICLE (3);В Москве ударили зимние морозы;Общество ◯ © РИА Новости (https://ria.ru/) ◯ Декабрьские морозы ударили в московском регионе минувшей ночью, в Подмосковье температура опустилась до минус 7,6 градуса, сообщил РИА Новости ведущий специалист центра погоды «Фобос» Евгений Тишковец.;12:38, 16 ноября 2025;https://resizer.mail.ru/p/503a7127-c35b-5afa-a9ef-a997d79f91b9/AQAGUQW9yG72RYo-UJV6CtBwtTDol0KKbmz_lu_2gDXV9pwD5F_Mnb5ccc4KrfttcPQcsH-YR8Drn-76IL-bdMZSW8M.jpg;https://news.mail.ru/society/68728982/
news.mail.ru;ARTICLE (4);Черногория согласилась обучать армию Украины. Военная операция, день 1362-й;Политика ◯ Газета.Ру (https://www.gazeta.ru/) ◯ Парламент Черногории согласился отправить военных для участия в миссии НАТО по обучению армии Украины. Франция намерена развивать сотрудничество с Украиной в вопросах производства БПЛА, заявил глава МИД республики Жан-Ноэль Барро. По информации Reuters, Новороссийский порт вновь начал отгрузку нефти после паузы, вызванной атаками украинских ракет и беспилотников. «Газета.Ru» ведет хронику событий.;12:35, 16 ноября 2025;https://resizer.mail.ru/p/0af75b2a-cc3d-5868-9650-c81392a57026/AQAG1MQtyWosk9o9D9gRvKssKDr9PwWErfopByyWozuTdEQZsmCuoRpbKEPTOEn313LJ1OXGWyT_2FqMxOONe20U-HI.jpg;https://news.mail.ru/politics/68728972/
news.mail.ru;ARTICLE (4);В Китае арестовали бывшего настоятеля монастыря Шаолинь;Происшествия ◯ © РИА Новости (https://ria.ru/) ◯ Бывшего настоятеля Шаолиньского монастыря арестовали в Китае. Народная прокуратура города Синьсян китайской провинции Хэнань санкционировала арест бывшего настоятеля Шаолиньского монастыря Ши Юнсиня, подозреваемого в коррупционных преступлениях, сообщает в воскресенье Центральное телевидение Китая.;12:35, 16 ноября 2025;https://resizer.mail.ru/p/8294ae1f-42b5-5ae1-9e7d-2aaaa5e005b9/AQAGBKYOnuzv2VhTGO9dvuYv6McuqZgAQjGroVCDT-1iNKNchA9kQz1eAF0fw-EgASY5jMadxLW0GafXh_dGEuMPno0.jpg;https://news.mail.ru/incident/68728947/
news.mail.ru;ARTICLE (4);Овечкин забросил 902-ю шайбу в регулярных чемпионатах НХЛ;Общество ◯ Life.ru (https://life.ru) ◯ Несмотря на личный успех, капитан «Вашингтона» Александр Овечкин не смог привести свою команду к победе в домашнем поединке регулярного чемпионата НХЛ против «Нью-Джерси». Легендарный российский форвард пополнил свой актив очередной заброшенной шайбой и результативным пасом. Эта шайба стала для Овечкина 902-й в регулярных сезонах НХЛ, что лишь укрепило его статус рекордсмена лиги по голам.;12:23, 16 ноября 2025;https://resizer.mail.ru/p/ad973404-12f9-5bb2-8c63-665a3eced50b/AQAGgxKsZaNedZXCRTKMf5aYpX7FrAGqcDWbKx0uXnC83JWpui3I2cO6es4m-FqaBZBxVFbeTDQdOSyT5CjcC9ARyBE.jpg;https://news.mail.ru/society/68728919/
news.mail.ru;ARTICLE (4);Русская туристка поехала в Аргентину и схватила преступника в одиночку: она действовала быстрее полиции;Общество ◯ Комсомольская правда (https://www.kp.ru) ◯ В Аргентине русская туристка самостоятельно отбилась от преступников, сбив одного из них с мотоцикла. Женщина сработала даже быстрее полиции. Об этом пишет газета La Nacion.;12:23, 16 ноября 2025;https://resizer.mail.ru/p/acc68058-078f-58a8-af53-a5975dbfb0e5/AQAGByTHT6rMnk8eU2jjJB5tchGDo_jiJAIbRZTanug5UEvyMG46MMkOAFCLUdmVbe3GFLrzFDyx-c4tR5k_EGZnBDw.jpg;https://news.mail.ru/society/68728910/
news.mail.ru;ARTICLE (4);Риттер: от Украины будет все больше провокаций в отношении России;Политика ◯ Аргументы и факты (https://aif.ru/) ◯ Украина будет наращивать масштабы провокаций в отношении России по мере приближения к завершению конфликта, заявил информационному агентству ТАСС бывший аналитик разведки Корпуса морской пехоты США Скотт Риттер.;12:20, 16 ноября 2025;https://resizer.mail.ru/p/19ba937d-f90a-59c6-b7eb-bfa4f9e486a6/AQAGeGaikkN1xrLfdzXKE9rtZhaZ3LNNyBeQ5prJSOfLQ5CUePv93MxAWHDO_fXXVuKp6DDYhu7hJmZM24SSDfJ9wv4.png;https://news.mail.ru/politics/68728900/
news.mail.ru;ARTICLE (4);В Уфе суд обязал клинику провести женщине ЭКО после смерти ее мужа;Общество ◯ © РИА Новости (https://ria.ru/) ◯ Суд в Уфе по просьбе женщины обязал частную клинику провести ей ЭКО без согласия супруга, который скоропостижно скончался, говорится в судебных материалах в распоряжении РИА Новости.;12:18, 16 ноября 2025;https://resizer.mail.ru/p/19e9119a-8276-5007-8f9b-51983e18d92a/AQAG0SjXXSrH1M_Nsm8NVY2hMgGDm3nYHbtqwYTjo0cmLKkhxdFalBciJDAbR9o-bMCID5SgwEA2Zo3SgjnkyaxtHoM.jpg;https://news.mail.ru/society/68728881/
news.mail.ru;ARTICLE (4);Астроном Сурдин: человечество сможет пережить вспышку сверхновой;Общество ◯ Газета.Ру (https://www.gazeta.ru/) ◯ Вспышка сверхновой — одно из самых ярких явлений во Вселенной, которое позволяет отжившей свой век звезде на короткое время затмить свет целых галактик. Но что будет с Землей и человечеством, если неподалеку от Солнца взорвется одна из них? Астрономы XX века считали, что сверхновые несут колоссальную угрозу для жизни, сейчас же отношение к ним слегка поменялось. Вместе с астрономом Владимиром Сурдиным «Газета.Ru» разбиралась, может ли сверхновая положить конец человеческой цивилизации даже в гипотетических сценариях и можно ли укрыться от взрыва в бункере.;12:15, 16 ноября 2025;https://resizer.mail.ru/p/18bcead3-dd6d-5f85-b738-df11e2b2d0ae/AQAGx5NsmMsqcOafHc-Oy5oyV-hK35TFAbt5KICeXEPLJ2PodYj4uKcj8jZS3E7P3wujE_gxgcU2OSrte2zJldDBBr4.jpg;https://news.mail.ru/society/68728861/
news.mail.ru;ARTICLE (4);Lancet: в мире растет количество детей, страдающих от гипертонии;Общество ◯ Аргументы и факты (https://aif.ru/) ◯ Ученые связывают эту тенденцию с ухудшением образа жизни и ростом числа случаев ожирения. Эксперты фиксируют значительное число случаев детской гипертонии. «Детская гипертония затрагивает значительную и растущую часть детского населения по всему миру», — отмечается в публикации на портале Lancet.;12:14, 16 ноября 2025;https://resizer.mail.ru/p/3775518e-327f-5126-b757-9a09a98ec24d/AQAGeU_rNrWBMmCqhafqNqEd3Mj_3-y-WZAvHBXQfKBDrtEHNPvpX6DNJycgFWDubK7aB5YZYiA8_dzysukLBu7m7PM.png;https://news.mail.ru/society/68728853/
news.mail.ru;ARTICLE (4);Филиппо призвал отменить визит Зеленского в Париж из-за коррупционного дела;Политика ◯ Аргументы и факты (https://aif.ru/) ◯ Президент Франции Эммануэль Макрон должен отменить визит главы киевского режима Владимира Зеленского из-за коррупционного скандала, разразившегося на Украине, заявил лидер французской партии «Патриоты» Флориан Филиппо.;12:14, 16 ноября 2025;https://resizer.mail.ru/p/0dddde4f-f8e7-513b-b503-0e90077206c3/AQAGfqYpGtPTUICA_Yqenz_D30HHGSnHXIPapPQxQOJqRh806DROskeN0ehuDG1-46_Rz9GUrUIcKtj66zBwf-DQkFc.png;https://news.mail.ru/politics/68728852/
news.mail.ru;ARTICLE (4);Бойцы ВСУ пытались убить дроном сдавшегося в плен сослуживца;Политика ◯ Life.ru (https://life.ru) ◯ Украинский военнослужащий Антон Чернявский поделился шокирующими подробностями о своих сослуживцах. В беседе с РИА «Новости» пленный боец рассказал, что они предприняли попытку его ликвидации с помощью беспилотника сразу после того, как он сложил оружие перед российскими военными.;12:13, 16 ноября 2025;https://resizer.mail.ru/p/2f0e0768-2ae5-5b26-a23f-f044c3fc1193/AQAGimD1rN5lUirGZ4pQegsrmVheWz-hOrD9VG59BKtjHvhCJA8gqyiHBAEDzn_wGIHDTyeADzbxMFk1neLk4g2ztFU.jpg;https://news.mail.ru/politics/68728845/
